date,close,volume,trend,fg_index,cluster,log_return,hl_spread,momentum_3,vol_change,rolling_std_5,volatility21
2024-02-02,43200.0,29672.14418,18,63.0,3,0.0027134001651212595,941.2099999999991,258.90000000000146,-5558.902460000001,0.01600613192369479,0.01668635183658368
2024-02-03,43011.09,12033.40998,16,60.0,3,-0.004382505832045197,500.01000000000204,431.0899999999965,-17638.7342,0.008616177026425994,0.016545198369863873
2024-02-04,42582.88,17066.89404,16,60.0,3,-0.010005694851545816,897.0400000000009,-500.06000000000495,5033.484059999999,0.008970036379254125,0.016046166197786545
2024-02-05,42708.7,29467.75905,17,60.0,3,0.002950351987088814,1311.6600000000035,-491.3000000000029,12400.865010000001,0.008237878203787321,0.01844119686263342
2024-02-06,43098.95,24675.85433,17,64.0,3,0.009095988310426472,825.9800000000032,87.86000000000058,-4791.904720000002,0.007384050364060504,0.01988783689874877
2024-02-07,44349.6,34392.59915,18,62.0,3,0.028605054685199374,1608.5,1766.7200000000012,9716.744820000004,0.014925313611494694,0.025912900497334936
2024-02-08,45288.65,45439.62231,23,66.0,3,0.02095275967005496,1283.2000000000044,2579.9500000000044,11047.023159999997,0.015135575560711679,0.02712784330012022
2024-02-09,47132.77,73503.481,26,72.0,3,0.039912063594217916,2957.8799999999974,4033.8199999999997,28063.85869,0.014837226648201472,0.02653319302010882
2024-02-10,47751.09,24802.35936,23,74.0,3,0.013033381077871586,1370.0,3401.489999999998,-48701.12164,0.012368990824601828,0.026882960790197818
2024-02-11,48299.99,29958.80837,23,71.0,3,0.01142945972783506,1035.5,3011.3399999999965,5156.44901,0.011775066911541876,0.02690914360887659
2024-02-12,49917.27,59009.96705,32,70.0,3,0.03293568144658824,2624.8099999999977,2784.5,29051.15868,0.012449978553477159,0.030214448692548468
2024-02-13,49699.59,55551.56706,34,79.0,3,-0.004370351494182536,2067.6600000000035,1948.5,-3458.399989999998,0.017816818210477342,0.03511000306606736
2024-02-14,51795.17,57046.37401,37,74.0,3,0.041300218103198914,2818.699999999997,3495.1800000000003,1494.8069499999983,0.01823800758623839,0.0349136010974953
2024-02-15,51880.0,53816.03055,38,72.0,3,0.0016364577734705157,1502.6200000000026,1962.7300000000032,-3230.3434599999964,0.01979489863409788,0.03483942672500469
2024-02-16,52124.11,37772.25318,31,72.0,3,0.004694246184426713,1006.0800000000017,2424.520000000004,-16043.777370000003,0.020451817015909743,0.03483079692423368
2024-02-17,51642.64,25674.00622,25,76.0,3,-0.009279917800631372,1537.8199999999997,-152.52999999999884,-12098.24696,0.02002936500953565,0.03454784630254422
2024-02-18,52137.67,21992.10363,24,72.0,3,0.009540032294676114,1213.7200000000012,257.66999999999825,-3681.902589999998,0.01903182053010803,0.03454883771078479
2024-02-19,51774.73,29534.99432,27,75.0,3,-0.00698552773070659,811.7699999999968,-349.3799999999974,7542.89069,0.007915324858271029,0.03485281968479004
2024-02-20,52258.82,49614.47318,28,72.0,3,0.009306488030900633,2224.6299999999974,616.1800000000003,20079.47886,0.008999823552259579,0.03523956329677463
2024-02-21,51849.39,43079.40049,26,78.0,3,-0.007865510526459354,1741.800000000003,-288.27999999999884,-6535.072690000001,0.009602325387061073,0.03487939130622131
2024-02-22,51288.42,35309.44574,25,74.0,3,-0.01087817419895304,1125.0,-486.31000000000495,-7769.954749999997,0.009964275850270193,0.03546489205376737
2024-02-23,50744.15,30545.79544,23,76.0,3,-0.010668655359765033,1027.5400000000009,-1514.6699999999983,-4763.650300000001,0.008405963394296546,0.03623310703858567
2024-02-24,51568.22,16560.4211,20,72.0,3,0.016109250933854777,1113.0,-281.16999999999825,-13985.374340000002,0.012618887212687727,0.03996117215173109
2024-02-25,51728.85,18721.63159,22,74.0,3,0.0031100616788884284,678.75,440.4300000000003,2161.2104900000013,0.011644977720198959,0.04062656745758455
2024-02-26,54476.47,51256.72199,31,72.0,3,0.051753212367562834,4008.5599999999977,3732.3199999999997,32535.090399999997,0.025938149737236387,0.039973082125177584
2024-02-27,57037.34,67194.98562,51,79.0,7,0.045937275755513214,3138.020000000004,5469.119999999995,15938.263630000009,0.026991631835250444,0.044398188628232804
2024-02-28,62432.1,118763.46984,84,82.0,7,0.09037342510456357,7308.1500000000015,10703.25,51568.48422,0.03402902278081055,0.044462815265677545
2024-02-29,61130.98,78425.07603,72,80.0,7,-0.021060790861507746,3311.6500000000015,6654.510000000002,-40338.39381000001,0.04365064311525661,0.04496010472094613
2024-03-01,62387.9,47737.93473,50,80.0,7,0.02035257099534111,2337.230000000003,5350.560000000005,-30687.141299999996,0.04121085157507438,0.045228654191650834
2024-03-02,61987.28,25534.73659,42,80.0,7,-0.006442143609634661,872.0699999999997,-444.8199999999997,-22203.19814,0.04427300529228849,0.04519727665597484
