date,close,volume,trend,fg_index,cluster,log_return,hl_spread,momentum_3,vol_change,rolling_std_5,volatility
2018-03-13,9150.0,40191.409358,17,41.0,4,0.002041426556296274,651.0,379.78000000000065,-2039.3685719999994,0.05337066226121165,0.05153039153023678
2018-03-14,8170.0,49708.094108,19,40.0,4,-0.1132849704155184,1433.500000000001,-1363.5699999999997,9516.68475,0.07293542702131452,0.06964327914503234
2018-03-15,8240.98,52291.022277,24,32.0,4,0.0086503600164496,780.0,-890.3600000000006,2582.928168999999,0.07238953570658481,0.0630632433574116
2018-03-16,8260.0,38815.409893,19,33.0,4,0.0023053186445256128,711.6399999999994,-890.0,-13475.612384,0.0516323188734314,0.0535851470916829
2018-03-17,7824.8,33110.206329,17,31.0,4,-0.05412641053874062,626.630000000001,-345.1999999999998,-5705.203563999996,0.05262772504685439,0.04804554025786671
2018-03-18,8189.99,59488.231711,21,29.0,4,0.04561449986886557,995.3999999999996,-50.98999999999978,26378.025382,0.06218284375458539,0.05555175671937258
2018-03-19,8600.0,55297.084942,20,29.0,4,0.048849526396450536,616.8299999999999,340.0,-4191.146768999999,0.04168503915643457,0.05326582402486414
2018-03-20,8909.98,44865.105835,17,37.0,4,0.03540979355182516,770.0,1085.1799999999994,-10431.979107,0.04312003435598741,0.04499495780213254
2018-03-21,8885.0,39972.405371,17,36.0,4,-0.002807535204672574,426.40999999999985,695.0100000000002,-4892.700464000001,0.04357269165596333,0.038791281021308986
2018-03-22,8722.9,40617.556809,18,36.0,4,-0.01841271016713497,634.8999999999996,122.89999999999964,645.1514380000008,0.030440937109844267,0.03572528350045515
2018-03-23,8898.03,39991.007666,15,28.0,4,0.01987815248285389,640.0,-11.949999999998909,-626.5491430000038,0.027418640993195353,0.030575046524478088
2018-03-24,8546.86,35466.609572,12,32.0,4,-0.04026593988898665,508.9500000000007,-338.1399999999994,-4524.3980939999965,0.030039835453866518,0.03574991489899305
2018-03-25,8470.15,29001.769316,12,30.0,4,-0.00901574596303241,304.0799999999999,-252.75,-6464.8402559999995,0.02197798495862621,0.029195635647839814
2018-03-26,8134.23,44033.59566,17,31.0,4,-0.04046713461426167,683.8899999999994,-763.8000000000011,15031.826343999997,0.025077860976355584,0.029261162035589643
2018-03-27,7795.51,37427.64805,17,24.0,4,-0.042533156531052586,485.9400000000005,-751.3500000000004,-6605.947609999996,0.02746591056124128,0.02691866969170697
2018-03-28,7949.3,26401.33167,16,24.0,4,0.019535947550118275,381.0,-520.8499999999995,-11026.316380000004,0.02733408034970138,0.032873326609200074
2018-03-29,7090.14,54620.915125,19,18.0,4,-0.11437878800473697,1033.8900000000003,-1044.0899999999992,28219.583455,0.05002213117948145,0.060555810091304424
2018-03-30,6840.23,65306.031976,22,12.0,5,-0.03588372967026073,692.3299999999999,-955.2800000000007,10685.116850999999,0.047598914351757934,0.049714456856365864
2018-03-31,6923.91,36868.539087,15,16.0,4,0.012159282162465812,446.3599999999997,-1025.3900000000003,-28437.492889,0.05366108774327277,0.049756706774801665
2018-04-01,6813.01,44071.430463,16,16.0,4,-0.016146619389951777,619.9799999999996,-277.1300000000001,7202.891376,0.053690773278012964,0.0408494749292853
2018-04-02,7056.0,32123.560072,19,11.0,4,0.03504429913185516,360.0,215.77000000000044,-11947.870390999997,0.05736902617536179,0.0447425558943693
2018-04-03,7405.21,37787.331811,18,22.0,4,0.04830548782990234,508.9899999999998,481.3000000000002,5663.771738999996,0.03492723418739889,0.045350648592139144
2018-04-04,6796.1,42227.183804,16,22.0,4,-0.08583488829500112,720.5200000000004,-16.909999999999854,4439.851993000004,0.05321967228616932,0.0644767225117911
2018-04-05,6770.76,39029.73146,16,17.0,4,-0.0037355776454287993,335.3100000000004,-285.2399999999998,-3197.4523439999975,0.05268718951403148,0.05326162124347232
2018-04-06,6601.39,27455.01192,16,19.0,4,-0.025333107675319738,350.0,-803.8199999999997,-11574.719540000002,0.05335200019478261,0.04389928664188237
2018-04-07,6895.8,32269.578267,13,20.0,4,0.043632297701987996,483.72000000000025,99.69999999999982,4814.566347,0.05512499661275926,0.04828400769516257
2018-04-08,7018.0,21427.673165,12,17.0,4,0.017565746540392356,229.1300000000001,247.23999999999978,-10841.905102,0.0491396606893839,0.04019357260546863
2018-04-09,6782.72,34078.297206,16,21.0,4,-0.03410007571887251,574.0,181.32999999999993,12650.624041000003,0.03174150342298087,0.039515790354782
2018-04-10,6843.9,22326.728095,15,18.0,4,0.008979543142650856,234.0,-51.900000000000546,-11751.569111000004,0.03191574107875861,0.033248986975198916
2018-04-11,6953.79,23997.871177,14,20.0,4,0.015929090097948514,203.0,-64.21000000000004,1671.1430820000023,0.028145065283714653,0.028605908742481284
2018-04-12,7923.0,64861.595987,18,18.0,4,0.1304830873003545,1269.0299999999997,1140.2799999999997,40863.72481,0.06118680365525542,0.07037532797802584
2018-04-13,7877.41,55044.523148,17,23.0,4,-0.005770752343539542,501.3899999999994,1033.5100000000002,-9817.072839,0.06302242776319147,0.06372629215284098
2018-04-14,7999.01,31621.286357,12,23.0,4,0.015318614382607587,376.0,1045.2200000000003,-23423.236791,0.055197718536888665,0.052535598515080745
2018-04-15,8355.0,27946.720444,12,23.0,4,0.043542378025184125,430.52000000000044,432.0,-3674.565913000002,0.05357991527009277,0.04405418405086589
2018-04-16,8064.92,36664.069715,14,23.0,4,-0.035336369924218125,552.0,187.51000000000022,8717.349271,0.06333158022250417,0.05010463963526573
2018-04-17,7885.02,32152.603567,14,26.0,4,-0.022559035249717883,348.3000000000002,-113.98999999999978,-4511.4661479999995,0.031292376874306235,0.04411954555150721
2018-04-18,8173.0,26969.04457,15,24.0,4,0.03587128166057163,368.4300000000003,-182.0,-5183.558997,0.03501258919122262,0.041097976702236506
2018-04-19,8278.0,27113.847464,14,25.0,4,0.012765354792547949,216.0,213.07999999999993,144.80289400000038,0.03488602066900154,0.03357157055438748
2018-04-20,8856.98,39795.337485,15,26.0,4,0.06760445539741863,752.9099999999999,971.9599999999991,12681.490020999998,0.042121226242239185,0.04032534146816431
2018-04-21,8915.31,40872.229909,13,32.0,4,0.006564174841321903,470.0,742.3099999999995,1076.8924240000051,0.0337720394690948,0.03520193835694951
2018-04-22,8787.02,29458.25348,12,31.0,4,-0.014494390964487373,292.9899999999998,509.02000000000044,-11413.976429000002,0.03133285863572785,0.034677385545792985
2018-04-23,8934.01,25838.114709,14,28.0,4,0.01658970964796054,240.0,77.03000000000065,-3620.138770999998,0.03031694046056023,0.028523220473665338
2018-04-24,9619.99,46268.790106,18,29.0,4,0.07397788292728111,809.0100000000002,704.6800000000003,20430.675397,0.03891324379780031,0.04001977128242382
2018-04-25,8869.99,81110.037589,17,64.0,6,-0.08116955625089858,1029.8199999999997,82.96999999999935,34841.247483,0.056100773952157255,0.06838482942250268
2018-04-26,9266.0,43300.304245,13,47.0,4,0.04367811806931989,655.8599999999988,331.9899999999998,-37809.733344,0.05949075004616645,0.06148832521483607
2018-04-27,8915.35,37241.347036,13,55.0,4,-0.038577276775288154,506.0,-704.6399999999994,-6058.957209,0.06263063004954134,0.05662306012815164
2018-04-28,9348.0,34759.62842,10,54.0,4,0.047387906457443105,557.4799999999996,478.0100000000002,-2481.7186159999983,0.06575039352338458,0.05397352967170325
2018-04-29,9419.0,38149.850035,10,61.0,6,0.0075665091640684835,406.77000000000044,153.0,3390.221615000002,0.05522269496209672,0.044135608303239905
2018-04-30,9246.01,35002.033875,12,59.0,6,-0.018536818726453352,333.64999999999964,330.65999999999985,-3147.816160000002,0.03774158027755684,0.039177876233674226
2018-05-01,9071.48,41018.463633,12,56.0,4,-0.019056680995625856,448.5,-276.52000000000044,6016.429757999998,0.03319569237133795,0.03367448048593841
2018-05-02,9247.84,26123.543961,11,52.0,4,0.01925458462369398,297.7999999999993,-171.15999999999985,-14894.919672,0.02789371135101476,0.03048980106502366
2018-05-03,9750.0,38768.388288,12,55.0,4,0.05287727426746115,675.6000000000004,503.9899999999998,12644.844327000003,0.029900685508502053,0.036363528630956224
2018-05-04,9713.99,28681.588879,12,56.0,4,-0.003700170528775011,309.1900000000005,642.5100000000002,-10086.799409000003,0.03040151471667485,0.03207993196192583
2018-05-05,9864.0,24990.018345,11,63.0,6,0.015324651381062362,338.0,616.1599999999999,-3691.5705339999986,0.02711655069801774,0.02626401626290103
2018-05-06,9659.01,27690.351559,10,67.0,6,-0.02100060736155858,552.9699999999993,-90.98999999999978,2700.3332139999984,0.02769770064950079,0.027907644696173097
2018-05-07,9365.0,33787.640012,12,56.0,4,-0.03091182260443279,508.6700000000001,-348.9899999999998,6097.288453000005,0.03320169574195826,0.02850731980470532
2018-05-08,9187.56,25533.831889,12,62.0,6,-0.019128940766176317,415.15999999999985,-676.4400000000005,-8253.808123000003,0.018062014716053204,0.02385209015630448
2018-05-09,9310.0,25673.524899,12,53.0,4,0.013238696159100179,425.0,-349.0100000000002,139.69300999999905,0.021282117999638268,0.023745705793107797
2018-05-10,9002.2,25055.063718,11,63.0,6,-0.03362009937998716,425.1200000000008,-362.7999999999993,-618.4611809999988,0.018684432691261087,0.024909816296687034
2018-05-11,8400.0,48227.048061,14,41.0,4,-0.0692372860597206,675.7999999999993,-787.5599999999995,23171.984343,0.029664290602612914,0.03558373564334881
2018-05-12,8465.94,40241.32081,10,44.0,4,0.007819349052131747,493.8799999999992,-844.0599999999995,-7985.727251000004,0.033500488626125376,0.03593504527384873
2018-05-13,8679.71,25632.869362,10,40.0,4,0.02493706307447925,465.3600000000006,-322.4900000000016,-14608.451447999996,0.039165391485917786,0.03735517702454203
2018-05-14,8663.34,37389.666533,12,40.0,4,-0.0018877884641445746,602.9899999999998,263.34000000000015,11756.797171000002,0.037330281201916664,0.030527022355689347
2018-05-15,8462.0,28126.956136,11,40.0,4,-0.023514777213858397,458.6900000000005,-3.9400000000005093,-9262.710397000003,0.036288419600395624,0.027065324792785884
2018-05-16,8330.0,31130.718908,11,32.0,4,-0.01572209611912437,404.9899999999998,-349.7099999999991,3003.762771999998,0.019187799593437877,0.022291490802896427
2018-05-17,8041.46,25439.844799,11,31.0,4,-0.03525279743391407,485.0,-621.8800000000001,-5690.874109,0.023125131185736288,0.02193581907446819
2018-05-18,8239.81,23476.158251,11,37.0,4,0.024366626658270284,361.3099999999995,-222.1900000000005,-1963.6865479999979,0.022908293693110735,0.02935649774710011
2018-05-19,8233.49,17193.424276,8,31.0,4,-0.0007673022782413454,295.0699999999997,-96.51000000000022,-6282.733974999999,0.02301762670828376,0.024075766880302225
2018-05-20,8526.98,19957.057109,8,32.0,4,0.03502527114150157,445.10000000000036,485.5199999999995,2763.6328329999997,0.028719902991129816,0.028309013399180696
2018-05-21,8381.24,21516.596486,9,41.0,4,-0.01723937935867626,290.3099999999995,141.4300000000003,1559.5393769999973,0.028954816014442816,0.027005497777772315
2018-05-22,7977.11,23710.902858,10,30.0,4,-0.04941968442854542,465.0700000000006,-256.3800000000001,2194.3063720000027,0.03371825076887999,0.03429794081399951
2018-05-23,7501.95,42910.666774,13,26.0,4,-0.061413203731023915,606.8999999999996,-1025.0299999999997,19199.763915999996,0.038659464711420115,0.036774142096627646
2018-05-24,7575.01,37845.446595,13,27.0,4,0.009691684778452453,463.7399999999998,-806.2299999999996,-5065.220178999996,0.040131533051481295,0.036979675061294195
2018-05-25,7457.0,26739.95664,10,25.0,4,-0.015701482964916948,341.40000000000055,-520.1099999999997,-11105.489955000001,0.028530458525108014,0.030210566727090975
2018-05-26,7333.96,19464.086071,9,23.0,4,-0.016637572977028725,320.0,-167.98999999999978,-7275.870568999999,0.028582184273788766,0.024667466573390816
2018-05-27,7338.99,18706.945515,9,19.0,4,0.0006856153939101124,168.89000000000033,-236.02000000000044,-757.1405560000021,0.0273817870232179,0.022162938912657842
2018-05-28,7099.0,27219.438963,11,22.0,4,-0.03324730192129037,378.97999999999956,-358.0,8512.493448000001,0.01668471829998471,0.021558849195593883
2018-05-29,7461.29,39407.21183,11,16.0,4,0.049774392461102136,507.0500000000002,127.32999999999993,12187.772867,0.031862703146998114,0.04002286104547504
2018-05-30,7375.96,32041.583623,10,38.0,4,-0.011502258272255131,308.5,36.970000000000255,-7365.628207000002,0.031498308148140426,0.03372423766323723
2018-05-31,7485.01,30776.063102,9,25.0,4,0.014676290629947557,371.4899999999998,386.0100000000002,-1265.5205209999986,0.031015781993887576,0.028742771121230797
2018-06-01,7521.01,28259.124078,8,24.0,4,0.0047980835777630265,253.01000000000022,59.720000000000255,-2516.9390239999993,0.030957826410979036,0.02347014636230572
2018-06-02,7640.03,26720.690219,8,27.0,4,0.015701092418484074,260.3299999999999,264.0699999999997,-1538.4338590000007,0.02244895038161026,0.020062390415527525
2018-06-03,7714.26,27505.158951,8,40.0,4,0.009669034297781922,186.6899999999996,229.25,784.4687320000012,0.011049780047717539,0.01639942985801628
2018-06-04,7487.0,32258.835115,9,41.0,4,-0.02990238092152404,314.02000000000044,-34.01000000000022,4753.676164,0.018893971490939417,0.02434846209183315
2018-06-05,7625.0,31722.973384,9,26.0,4,0.01826413924492724,321.4899999999998,-15.029999999999745,-535.8617310000009,0.019507020230842952,0.023133277816228235
2018-06-06,7658.84,27229.991898,10,42.0,4,0.004428213760099597,231.94999999999982,-55.42000000000007,-4492.981486000001,0.01950254428235668,0.018897567124652948
2018-06-07,7691.08,25062.227202,8,38.0,4,0.004200679535544633,145.0,204.07999999999993,-2167.764696000002,0.01836849132175128,0.01543226373369537
2018-06-08,7603.44,23396.804671,9,40.0,4,-0.011460439324659283,172.5,-21.5600000000004,-1665.4225309999965,0.018401444719536218,0.014963255283140377
2018-06-09,7491.73,19339.885176,8,39.0,4,-0.014801030973022017,233.97999999999956,-167.11000000000058,-4056.919495000002,0.013427266859163746,0.014151231506190087
2018-06-10,6764.99,52342.020032,11,24.0,4,-0.1020389620663794,868.9199999999992,-926.0900000000001,33002.134856000004,0.044540322461864075,0.05203795252628354
2018-06-11,6872.0,34552.162303,18,15.0,4,0.015694401256895668,312.0,-731.4399999999996,-17789.857729000003,0.0465724646557975,0.051009280080029945
2018-06-12,6530.0,36722.211191,13,19.0,4,-0.05104824139361455,455.5100000000002,-961.7299999999996,2170.048888000005,0.045436920465640795,0.04474678907163472
2018-06-13,6292.78,46185.5181,14,19.0,4,-0.03700399883342598,508.9200000000001,-472.21000000000004,9463.306908999999,0.043855984425968726,0.03670329986655666
2018-06-14,6635.98,44478.130837,14,17.0,4,0.05310341400496915,460.0,-236.02000000000044,-1707.3872630000042,0.06023088560055218,0.05419415666573501
2018-06-15,6388.9,30018.329905,10,26.0,4,-0.03794424886387517,304.34999999999945,-141.10000000000036,-14459.800931999998,0.04423498065197891,0.04772651999275888
2018-06-16,6483.98,22277.241147,8,22.0,4,0.014772409756933736,239.14000000000033,191.19999999999982,-7741.088757999998,0.04409529232877672,0.04207309483404126
2018-06-17,6449.61,19847.247688,8,23.0,4,-0.005314855489628235,167.02999999999975,-186.3699999999999,-2429.993459000001,0.03822570264587257,0.03435254030249363
2018-06-18,6712.46,31821.434995,10,27.0,4,0.03994583692225749,414.3800000000001,323.5600000000004,11974.187307,0.036291236997238616,0.0368154134912776
2018-06-19,6741.21,24311.421143,10,32.0,4,0.004273933248472515,188.73999999999978,257.2300000000005,-7510.013852,0.028507315991573155,0.030199535846757636
2018-06-20,6761.51,26359.752452,10,34.0,4,0.003006803857909355,265.41999999999916,311.90000000000055,2048.331309000001,0.01751307340988495,0.024794864972830493
2018-06-21,6718.84,25428.854048,8,37.0,4,-0.006330717304896108,122.43000000000029,6.380000000000109,-930.8984039999996,0.018961153729254224,0.021311281089971407
2018-06-22,6045.0,52157.370833,13,28.0,4,-0.10568403652030066,815.0300000000007,-696.21,26728.516785,0.05475552294248605,0.05940718961532637
2018-06-23,6149.98,26622.788589,11,17.0,4,0.01721734571386217,251.52000000000044,-611.5300000000007,-25534.582244,0.05000276088463493,0.05546883260136677
2018-06-24,6136.97,47445.998955,12,15.0,4,-0.0021176947675519654,509.8000000000002,-581.8699999999999,20823.210366000003,0.049384720121246,0.04594798923674499
2018-06-25,6252.0,39164.515306,11,16.0,4,0.01857027754616394,288.02999999999975,207.0,-8281.483649000002,0.05154461188678335,0.040812686208762015
2018-06-26,6070.78,19377.240484,10,21.0,4,-0.029414314919623725,237.53999999999996,-79.19999999999982,-19787.274822,0.05153287623884968,0.03637253673259198
2018-06-27,6133.73,19225.671098,10,18.0,4,0.010315950128999891,219.4300000000003,-3.240000000000691,-151.56938600000285,0.019842703244594195,0.03174726993513063
2018-06-28,5853.98,30585.266026,10,20.0,4,-0.04668127597212111,346.0100000000002,-398.02000000000044,11359.594928000002,0.02744754262696486,0.03436352951596826
2018-06-29,6197.92,33911.287278,14,16.0,4,0.05709198009628982,520.0,127.14000000000033,3326.0212520000023,0.04103528497469778,0.04857624828005892
2018-06-30,6390.07,37919.61284,12,22.0,4,0.03053147105325548,342.96000000000004,256.34000000000015,4008.325561999998,0.04256464724741699,0.04156663357197076
2018-07-01,6356.81,27562.965974,45,27.0,5,-0.005218543750520015,190.0600000000004,502.83000000000084,-10356.646866000003,0.03898887615188405,0.03554108450904822
2018-07-02,6615.29,36230.452264,59,27.0,5,0.039856957168599896,413.3800000000001,417.3699999999999,8667.48629,0.041364633449069106,0.03349297328070848
2018-07-03,6513.86,38657.781691,48,31.0,0,-0.01545142191173791,216.34000000000015,123.78999999999996,2427.329426999997,0.030677872549411903,0.032739849704787306
2018-07-04,6586.98,23571.892777,42,33.0,0,0.01116275891798502,343.8100000000004,230.16999999999916,-15085.888913999996,0.023291790175545595,0.026808645583472703
2018-07-05,6529.2,35071.972898,45,37.0,0,-0.00881054907261458,258.6700000000001,-86.09000000000015,11500.080120999999,0.02215853219054858,0.023734726411087773
2018-07-06,6609.78,29397.094748,43,34.0,0,0.012265946107273903,223.53999999999996,95.92000000000007,-5674.8781500000005,0.02165317629263492,0.02001166769167272
2018-07-07,6756.98,23973.876886,40,34.0,0,0.022025674267196312,309.27999999999975,170.0,-5423.217862000001,0.01570620520342396,0.018404806368329675
2018-07-08,6712.1,24622.947794,42,38.0,0,-0.006664176929376997,112.5600000000004,182.90000000000055,649.0709080000015,0.013252094686463158,0.0177643408346093
2018-07-09,6662.12,26732.40655,41,39.0,0,-0.0074741155247471025,189.82000000000062,52.340000000000146,2109.458756,0.014033455262494375,0.01599509535860328
2018-07-10,6296.91,38560.672702,47,37.0,0,-0.05637871533387015,418.0,-460.0699999999997,11828.266152000004,0.030215729438076072,0.032967193864491165
2018-07-11,6378.07,28715.498487,42,29.0,0,0.01280650687076354,127.01000000000022,-334.03000000000065,-9845.174215000003,0.03030383133478263,0.031459807818726225
2018-07-12,6250.57,31306.663348,49,33.0,0,-0.020192884165139598,310.27999999999975,-411.5500000000002,2591.1648609999975,0.025674914349419507,0.026505409032152677
2018-07-13,6214.57,26375.325286,45,29.0,0,-0.005776124470448971,240.0,-82.34000000000015,-4931.338061999999,0.02575496290421865,0.021882874822243558
2018-07-14,6251.99,17783.071999,40,29.0,0,0.006003277950393231,157.0,-126.07999999999993,-8592.253287,0.027442247309761063,0.019730096152314865
2018-07-15,6353.01,22979.211508,37,32.0,0,0.016028903272869762,169.60000000000036,102.44000000000051,5196.1395090000005,0.014852219081482236,0.01943002834000537
2018-07-16,6723.35,36204.87708,43,36.0,0,0.05665782588138391,416.90000000000055,508.78000000000065,13225.665571999998,0.029104508966721464,0.032753893581444427
2018-07-17,7317.44,52105.423459,67,39.0,0,0.08467399780455212,816.9499999999998,1065.4499999999998,15900.546379,0.03787920216211584,0.043154959196105305
2018-07-18,7381.9,59487.64345,70,42.0,0,0.008770518023086779,362.6999999999998,1028.8899999999994,7382.219991000005,0.03472615517682374,0.03930901130397885
2018-07-19,7466.21,41218.256437,56,44.0,0,0.011356449556526297,306.27999999999975,742.8599999999997,-18269.387013000007,0.0336980543516689,0.033693799934959974
2018-07-20,7337.53,46140.313447,54,47.0,0,-0.01738523387631885,427.0,20.090000000000146,4922.057010000004,0.041038075125151965,0.0352157130280149
2018-07-21,7398.78,28886.490291,43,43.0,0,0.008312848021666184,247.47000000000025,16.88000000000011,-17253.823156000002,0.038451704931467254,0.02877500192960402
2018-07-22,7394.79,30270.21844,42,46.0,0,-0.0005394235599317676,246.89999999999964,-71.42000000000007,1383.7281490000023,0.011783653928416397,0.024108807814685124
2018-07-23,7721.01,41646.346671,53,44.0,0,0.0431694863012378,458.0,383.4800000000005,11376.128230999999,0.022140226512812194,0.027660335105414713
2018-07-24,8397.24,60121.163749,73,49.0,7,0.08395789593441796,790.0,998.46,18474.817078,0.04038004347167373,0.04119476098498077
2018-07-25,8175.64,48257.649124,70,54.0,7,-0.026744079248490246,441.77000000000044,780.8500000000004,-11863.514624999996,0.04288821951775931,0.04881466917836766
2018-07-26,7920.0,43223.481682,65,53.0,0,-0.031767795354452955,465.6300000000001,198.98999999999978,-5034.167442000005,0.04927066004992065,0.047714991509663705
2018-07-27,8188.57,43671.005891,62,47.0,0,0.033348073619131544,480.0,-208.67000000000007,447.5242090000029,0.04916744621074491,0.042439246289369625
2018-07-28,8225.04,26215.173839,44,54.0,0,0.004443880416028875,179.54000000000087,49.400000000000546,-17455.832052,0.047711111566990434,0.03488313456662
2018-07-29,8211.0,25531.226185,45,54.0,0,-0.001708441134843017,179.51000000000022,291.0,-683.9476539999996,0.02626115559704757,0.029090306637826406
2018-07-30,8173.92,39692.416542,52,53.0,0,-0.004526120762384564,407.0,-14.649999999999636,14161.190357,0.02326172067639017,0.024365009939659066
2018-07-31,7730.93,48296.915587,55,48.0,0,-0.05571943212300709,547.0,-494.1100000000006,8604.499045000004,0.03218361737121941,0.03649963699425693
2018-08-01,7604.58,42582.312932,52,39.0,0,-0.016478468479518643,320.0,-606.4200000000001,-5714.602655000002,0.024106459700709654,0.029803151437156557
2018-08-02,7525.71,37665.696684,46,39.0,0,-0.010425539018218475,253.73999999999978,-648.21,-4916.616247999998,0.02196100269155882,0.024567426332575835
2018-08-03,7418.78,44669.486047,49,36.0,0,-0.014310535167938794,257.5600000000004,-312.15000000000055,7003.789362999996,0.02031830388752607,0.020060256895880185
2018-08-04,7009.84,36288.42601,52,31.0,0,-0.05669974692594556,568.8100000000004,-594.7399999999998,-8381.060036999996,0.02336597703950542,0.02759241513530629
2018-08-05,7024.19,32894.849782,45,23.0,5,0.002045029831224618,207.57999999999993,-501.52000000000044,-3393.5762280000054,0.02216914330279408,0.027724293118650007
