timestamp,open,high,low,close,volume
2025-04-28,93749.29,95630.0,92800.01,95011.18,22157.53351
2025-04-29,95011.18,95461.53,93742.54,94256.82,16955.3402
2025-04-30,94256.82,95228.45,92910.0,94172.0,17661.2751
2025-05-01,94172.0,97424.02,94130.43,96489.91,21380.45343
2025-05-02,96489.9,97895.68,96350.0,96887.14,14905.74811
2025-05-03,96887.13,96935.67,95753.01,95856.42,9723.34838
2025-05-04,95856.42,96304.48,94151.38,94277.62,11036.38342
2025-05-05,94277.61,95199.0,93514.1,94733.68,17251.18189
2025-05-06,94733.68,96920.65,93377.0,96834.02,16122.64513
2025-05-07,96834.02,97732.0,95784.61,97030.5,16644.83854
2025-05-08,97030.5,104145.76,96876.29,103261.6,34962.02847
2025-05-09,103261.61,104361.3,102315.14,102971.99,27617.39907
2025-05-10,102971.99,104984.57,102818.76,104809.53,15324.78611
2025-05-11,104809.53,104972.0,103345.06,104118.0,17987.12197
2025-05-12,104118.0,105819.45,100718.37,102791.32,31272.77792
2025-05-13,102791.32,104976.25,101429.7,104103.72,21253.42409
2025-05-14,104103.72,104356.95,102602.05,103507.82,16452.9081
2025-05-15,103507.83,104192.7,101383.07,103763.71,17998.98604
2025-05-16,103763.71,104550.33,103100.49,103463.9,15683.88024
2025-05-17,103463.9,103709.86,102612.5,103126.65,11250.89622
2025-05-18,103126.65,106660.0,103105.09,106454.26,21599.98726
2025-05-19,106454.27,107108.62,102000.0,105573.74,30260.03524
2025-05-20,105573.73,107320.0,104184.72,106849.99,23705.48275
2025-05-21,106850.0,110797.38,106100.01,109643.99,45531.040345
2025-05-22,109643.99,111980.0,109177.37,111696.21,31630.77313
2025-05-23,111696.22,111800.0,106800.0,107318.3,31737.72309
2025-05-24,107318.3,109506.03,106875.41,107761.91,16782.53129
2025-05-25,107761.9,109299.99,106600.64,109004.19,17710.04695
2025-05-26,109004.2,110422.22,108670.58,109434.79,14649.11593
2025-05-27,109434.78,110718.0,107516.57,108938.17,21276.65635
2025-05-28,108938.17,109284.7,106769.43,107781.78,15633.78829
2025-05-29,107781.78,108891.91,105322.86,105589.75,19834.70116
2025-05-30,105589.75,106313.12,103621.0,103985.48,23706.49799
2025-05-31,103985.47,104900.0,103068.55,104591.88,11289.35922
2025-06-01,104591.88,105866.91,103752.49,105642.93,9709.70006
2025-06-02,105642.93,105935.63,103659.88,105857.99,13453.98813
2025-06-03,105858.0,106794.67,104872.5,105376.89,13259.52634
2025-06-04,105376.9,106000.0,104179.0,104696.86,14034.89482
2025-06-05,104696.86,105909.71,100372.26,101508.68,22321.50154
2025-06-06,101508.69,105333.0,101095.8,104288.44,15839.07385
2025-06-07,104288.43,105900.0,103871.09,105552.15,8344.93206
2025-06-08,105552.15,106488.14,104964.14,105734.0,8048.06305
2025-06-09,105734.01,110530.17,105318.37,110263.02,19975.37451
2025-06-10,110263.02,110400.0,108331.03,110274.39,17071.82839
2025-06-11,110274.39,110392.01,108064.0,108645.12,13115.91638
2025-06-12,108645.13,108813.55,105671.72,105671.73,17778.67218
2025-06-13,105671.74,106179.53,102664.31,106066.59,26180.81734
2025-06-14,106066.59,106252.0,104300.0,105414.64,8798.93969
2025-06-15,105414.63,106128.57,104494.53,105594.01,7164.20047
2025-06-16,105594.02,108952.38,104980.37,106794.53,14922.6654
2025-06-17,106794.53,107771.34,103371.02,104551.17,17866.33025
2025-06-18,104551.17,105550.27,103500.0,104886.78,13968.64167
2025-06-19,104886.79,105226.17,103929.27,104658.59,7678.60737
2025-06-20,104658.59,106524.65,102345.0,103297.99,16419.06283
2025-06-21,103297.98,103982.64,100837.9,102120.01,11154.21332
2025-06-22,102120.02,103399.62,98200.0,100963.87,28746.41072
2025-06-23,100963.87,106074.2,99613.33,105333.93,27666.50609
2025-06-24,105333.94,106290.0,104622.02,106083.0,14651.69335
2025-06-25,106083.0,108135.3,105808.03,107340.58,16701.15551
2025-06-26,107340.59,108272.45,106562.5,106947.06,10573.27279
2025-06-27,106947.06,107735.34,106356.76,107047.59,12232.44042
2025-06-28,107047.58,107577.75,106811.51,107296.79,3282.17352
2025-06-29,107296.79,108528.5,107172.52,108356.93,6831.7364
2025-06-30,108356.93,108789.99,106733.33,107146.5,9754.12491
2025-07-01,107146.51,107540.0,105250.85,105681.14,10505.62437
2025-07-02,105681.13,109730.0,105100.19,108849.6,17691.89592
2025-07-03,108849.59,110529.18,108530.4,109584.78,13047.08225
2025-07-04,109584.77,109767.59,107245.0,107984.24,11793.86615
2025-07-05,107984.25,108420.56,107756.31,108198.12,3736.9757
2025-07-06,108198.12,109700.0,107800.01,109203.84,6447.607
