,target
0,1.3586742692890887
1,1.821669539066119
2,2.1677651032941343
3,2.060563626047219
4,2.0067930707401724
5,1.2628748257414035
6,1.1142604853178184
7,1.4658146717047538
8,1.1794704001647445
9,1.1527471299029433
10,1.8029360657278122
11,1.2971509168129713
12,1.291190029423211
13,0.509843684879051
14,0.40140390681911015
15,1.0361781169697775
16,0.5223058181086631
17,0.5927253484712665
18,0.3803775731115811
19,0.213830602985367
20,-0.17576387895184015
21,-0.13768851278915384
22,-0.38757950026015153
23,0.23683585825009898
24,0.7397584229487708
25,0.24659245935811475
26,0.12128758001179617
27,-0.22193654542472036
28,1.5263555669088582
29,1.2585260422069866
30,0.9342648811011957
31,1.8569273849313268
32,1.8311834798323632
33,0.852285655572422
34,0.8992284102418421
35,1.3498420444649022
36,0.38317794471974526
37,0.45085145268359367
38,0.4721984978892921
39,-0.1470871249009518
40,-0.2896167865910271
41,-0.16600283703614313
42,-0.546194843157841
43,-0.4000065601321408
44,-0.28738758227689387
45,-0.29360461552780737
46,0.7763501752559944
47,0.6620727314428172
48,0.9479611716388173
49,0.9493611235496512
50,1.1228253113179103
51,0.0644839389609264
52,0.9271442849614508
53,0.9020327186425453
54,0.9333847893061145
55,1.016998230834843
56,0.7347333992848364
57,-0.0857532021275593
58,-0.07753625938827255
59,-0.2553590552586091
60,1.3028693942321186
61,1.3894363198397806
62,1.020427752907984
63,0.9441331267701629
64,1.404015763327717
65,-0.10693373923178078
66,0.06850922945166764
67,0.06254033429496622
68,0.40374826456062335
69,0.010005652905817758
70,-0.10502464378337094
71,-0.15293473208139996
72,0.25246174766546636
73,1.0630153015325499
74,1.222884529155523
75,1.3709593760122456
76,1.5180855394713588
77,1.0216056260540072
78,0.197206802845543
79,-0.017174528548547337
80,-0.26721275509789166
81,-0.17256506451866405
82,-0.14894626118164173
83,-0.3038631826785359
84,-0.2764565015397186
85,-0.016891413211569166
86,-0.7308696375261683
87,-0.5790115091686566
88,-0.7015167812830264
89,-0.18371330567744065
90,-0.0028005210381839988
91,0.26435288053141676
92,0.1778101865505669
93,0.1286766219158333
94,-0.6777783018276153
95,-0.49209611909226675
96,-0.5023220444393542
97,-0.49716596539788505
98,-0.2282500557422327
99,-0.21717169927181534
100,0.00746901025120386
101,0.24049367904157126
102,0.30991553394777727
103,-0.23718414247926733
104,-0.23474478737454388
105,-0.2913547975833605
106,-0.7958221056671316
107,-0.08003749625547482
108,-0.09722214458382224
109,-0.11997778693912128
110,-0.12271093726793958
111,-0.5239843979152784
112,-1.0615623944217034
113,-0.6916350578924636
114,-0.6627240491343737
115,-0.6629351321649134
116,-0.7164163856805141
117,-0.7148623233197969
118,-0.9494415505899713
119,0.5178313829815867
120,0.6136659829772378
121,0.5601144039755676
122,0.4855584140291056
123,1.2577888754206938
124,0.5034316474219147
125,0.4968440303653381
126,0.2200377216931466
127,0.1288094886513812
128,-0.23827553040026034
129,-0.7567573783814956
130,-0.6884667840605769
131,0.9995740754261992
132,0.7754366838359767
133,0.7462902542617059
134,0.8481494469904969
135,0.8475960009133618
136,-0.6468934407034171
137,-0.28825380297708997
138,0.3525359294670042
139,0.4246597316753485
140,0.2560285238595648
141,0.3680678048420539
142,-0.135913392499969
143,-0.4842365816682938
144,-0.5376803446137645
