,date,close,volume,trend,fg_index,cluster,log_return,hl_spread,momentum_3,vol_change,rolling_std_5
0,2023-11-17,0.8844325918565293,-0.48010892820177004,0.8297938155558751,0.8224730678246012,7,0.2911338178837532,-0.19203232880635965,0.5765682081880688,-0.3410279849248498,0.3894998964801819
1,2023-11-18,0.8819099838348199,-1.0909886164927192,0.2560966666137396,1.0869349363812106,3,-0.054195622194472715,-0.3764874217675174,-0.7550844402878623,-0.7842591955221474,0.3563038885976062
2,2023-11-19,0.9255001219244908,-0.9714708786431933,0.2560966666137396,0.954704002102906,3,0.5202373841394551,-0.07194222306143697,0.652194337950677,0.15314621011455343,0.25900467577056235
3,2023-11-20,0.9303955890849099,-0.5453144815173184,0.9445332453443022,1.0869349363812106,7,0.03776020660674652,-0.10108991193040641,0.4475985465430689,0.5466918696354798,-0.3626089745465338
4,2023-11-21,0.836409996939538,-0.21007784961712633,0.9445332453443022,1.1750888925667473,7,-1.2045720405171638,0.4695483226415781,-0.49266822217356215,0.4300037812722234,-0.3457324982301807
5,2023-11-22,0.928169175545016,-0.2849257046552511,1.1166423900269429,0.7783960897318328,7,1.1322584740678108,0.6829340905015219,0.002523887639318442,-0.09630614407217129,0.01354407144855244
6,2023-11-23,0.921889632311577,-0.8970169471811336,0.5429452410848074,0.954704002102906,7,-0.09983775520426207,-0.2974604281914138,-0.11235855375578434,-0.7858141263699326,0.017407299558138644
7,2023-11-24,0.9449735327354656,-0.29561109676953007,0.8297938155558751,0.954704002102906,7,0.26078451987977835,-0.04040059883399361,1.0911507625875951,0.771610220885698,-0.03018290284408002
8,2023-11-25,0.9486677055477027,-1.2555548845334779,0.4855755261905938,1.2632428487522838,7,0.0225676884085729,-0.6274166064675274,0.18581622504105977,-1.2322544403695248,-0.030236318131257066
9,2023-11-26,0.9303212651907741,-0.970946249684915,0.4855755261905938,1.2632428487522838,7,-0.24693221290273734,-0.3780336463050049,0.06176492193248174,0.3650268845660885,-0.5673641942129646
10,2023-11-27,0.9190499090082207,-0.7189808244719426,0.6003149559790208,0.954704002102906,7,-0.161363628380831,-0.24402751972268513,-0.2914173673540192,0.3231319927242202,-1.2096280096296426
11,2023-11-28,0.9507707964780675,-0.5014261681627707,0.8297938155558751,1.0428579582884425,7,0.366490880333829,0.19431357328209603,-0.0032943776949051796,0.2789685830131701,-1.0870473526860238
