Categoria: Tutte le categorie

Giorno,Bitcoin: (Stati Uniti)
2022-07-01,81
2022-07-02,66
2022-07-03,63
2022-07-04,64
2022-07-05,70
2022-07-06,64
2022-07-07,61
2022-07-08,59
2022-07-09,47
2022-07-10,47
2022-07-11,61
2022-07-12,62
2022-07-13,61
2022-07-14,62
2022-07-15,51
2022-07-16,43
2022-07-17,43
2022-07-18,58
2022-07-19,61
2022-07-20,68
2022-07-21,66
2022-07-22,53
2022-07-23,44
2022-07-24,42
2022-07-25,51
2022-07-26,51
2022-07-27,50
2022-07-28,51
2022-07-29,48
2022-07-30,39
2022-07-31,40
2022-08-01,44
2022-08-02,44
2022-08-03,44
2022-08-04,42
2022-08-05,40
2022-08-06,33
2022-08-07,33
2022-08-08,43
2022-08-09,41
2022-08-10,42
2022-08-11,43
2022-08-12,39
2022-08-13,34
2022-08-14,36
2022-08-15,39
2022-08-16,37
2022-08-17,38
2022-08-18,35
2022-08-19,46
2022-08-20,36
2022-08-21,36
2022-08-22,39
2022-08-23,36
2022-08-24,36
2022-08-25,34
2022-08-26,38
2022-08-27,40
2022-08-28,39
2022-08-29,45
2022-08-30,40
2022-08-31,38
2022-09-01,39
2022-09-02,38
2022-09-03,30
2022-09-04,29
2022-09-05,35
2022-09-06,44
2022-09-07,48
2022-09-08,37
2022-09-09,41
2022-09-10,32
2022-09-11,32
2022-09-12,37
2022-09-13,44
2022-09-14,43
2022-09-15,42
2022-09-16,39
2022-09-17,31
2022-09-18,32
2022-09-19,48
2022-09-20,47
2022-09-21,43
2022-09-22,43
2022-09-23,44
2022-09-24,32
2022-09-25,34
2022-09-26,43
2022-09-27,42
2022-09-28,40
2022-09-29,38
2022-09-30,34
2022-10-01,29
2022-10-02,31
2022-10-03,37
2022-10-04,36
2022-10-05,34
2022-10-06,32
2022-10-07,33
2022-10-08,25
2022-10-09,26
2022-10-10,34
2022-10-11,35
2022-10-12,34
2022-10-13,38
2022-10-14,34
2022-10-15,25
2022-10-16,25
2022-10-17,31
2022-10-18,31
2022-10-19,32
2022-10-20,30
2022-10-21,30
2022-10-22,24
2022-10-23,23
2022-10-24,29
2022-10-25,32
2022-10-26,34
2022-10-27,33
2022-10-28,29
2022-10-29,26
2022-10-30,25
2022-10-31,30
2022-11-01,27
2022-11-02,30
2022-11-03,29
2022-11-04,28
2022-11-05,30
2022-11-06,25
2022-11-07,32
2022-11-08,52
2022-11-09,88
2022-11-10,100
2022-11-11,84
2022-11-12,78
2022-11-13,68
2022-11-14,75
2022-11-15,65
2022-11-16,60
2022-11-17,62
2022-11-18,54
2022-11-19,44
2022-11-20,41
2022-11-21,59
2022-11-22,58
2022-11-23,50
2022-11-24,39
2022-11-25,39
2022-11-26,36
2022-11-27,34
2022-11-28,49
2022-11-29,41
2022-11-30,42
2022-12-01,43
2022-12-02,38
2022-12-03,33
2022-12-04,34
2022-12-05,39
2022-12-06,38
2022-12-07,37
2022-12-08,37
2022-12-09,36
2022-12-10,30
2022-12-11,30
2022-12-12,36
2022-12-13,44
2022-12-14,44
2022-12-15,40
2022-12-16,39
2022-12-17,34
2022-12-18,31
2022-12-19,36
2022-12-20,36
2022-12-21,34
2022-12-22,35
2022-12-23,33
2022-12-24,29
2022-12-25,27
2022-12-26,29
2022-12-27,34
2022-12-28,36
2022-12-29,33
2022-12-30,30
2022-12-31,28
