Categoria: Tutte le categorie

Giorno,Bitcoin: (Stati Uniti)
2024-01-01,22
2024-01-02,38
2024-01-03,38
2024-01-04,32
2024-01-05,31
2024-01-06,25
2024-01-07,23
2024-01-08,42
2024-01-09,48
2024-01-10,77
2024-01-11,80
2024-01-12,48
2024-01-13,34
2024-01-14,25
2024-01-15,28
2024-01-16,27
2024-01-17,27
2024-01-18,27
2024-01-19,26
2024-01-20,21
2024-01-21,18
2024-01-22,26
2024-01-23,28
2024-01-24,25
2024-01-25,21
2024-01-26,23
2024-01-27,17
2024-01-28,16
2024-01-29,21
2024-01-30,22
2024-01-31,20
2024-02-01,18
2024-02-02,18
2024-02-03,16
2024-02-04,16
2024-02-05,17
2024-02-06,17
2024-02-07,18
2024-02-08,23
2024-02-09,26
2024-02-10,23
2024-02-11,23
2024-02-12,32
2024-02-13,34
2024-02-14,37
2024-02-15,38
2024-02-16,31
2024-02-17,25
2024-02-18,24
2024-02-19,27
2024-02-20,28
2024-02-21,26
2024-02-22,25
2024-02-23,23
2024-02-24,20
2024-02-25,22
2024-02-26,31
2024-02-27,51
2024-02-28,84
2024-02-29,72
2024-03-01,50
2024-03-02,42
2024-03-03,39
2024-03-04,80
2024-03-05,100
2024-03-06,64
2024-03-07,53
2024-03-08,56
2024-03-09,44
2024-03-10,45
2024-03-11,73
2024-03-12,64
2024-03-13,61
2024-03-14,53
2024-03-15,55
2024-03-16,40
2024-03-17,39
2024-03-18,43
2024-03-19,49
2024-03-20,50
2024-03-21,39
2024-03-22,36
2024-03-23,29
2024-03-24,30
2024-03-25,41
2024-03-26,39
2024-03-27,37
2024-03-28,38
2024-03-29,34
2024-03-30,29
2024-03-31,30
2024-04-01,37
2024-04-02,39
2024-04-03,34
2024-04-04,32
2024-04-05,30
2024-04-06,23
2024-04-07,28
2024-04-08,35
2024-04-09,34
2024-04-10,33
2024-04-11,32
2024-04-12,33
2024-04-13,39
2024-04-14,44
2024-04-15,42
2024-04-16,37
2024-04-17,39
2024-04-18,41
2024-04-19,58
2024-04-20,54
2024-04-21,34
2024-04-22,37
2024-04-23,31
2024-04-24,29
2024-04-25,28
2024-04-26,24
2024-04-27,21
2024-04-28,21
2024-04-29,25
2024-04-30,32
2024-05-01,36
2024-05-02,30
2024-05-03,28
2024-05-04,23
2024-05-05,22
2024-05-06,26
2024-05-07,25
2024-05-08,22
2024-05-09,23
2024-05-10,23
2024-05-11,19
2024-05-12,18
2024-05-13,24
2024-05-14,23
2024-05-15,27
2024-05-16,27
2024-05-17,24
2024-05-18,19
2024-05-19,19
2024-05-20,28
2024-05-21,35
2024-05-22,29
2024-05-23,27
2024-05-24,25
2024-05-25,18
2024-05-26,18
2024-05-27,22
2024-05-28,23
2024-05-29,22
2024-05-30,23
2024-05-31,20
2024-06-01,17
2024-06-02,15
2024-06-03,24
2024-06-04,25
2024-06-05,30
2024-06-06,27
2024-06-07,25
2024-06-08,19
2024-06-09,18
2024-06-10,23
2024-06-11,26
2024-06-12,25
2024-06-13,22
2024-06-14,22
2024-06-15,16
2024-06-16,16
2024-06-17,21
2024-06-18,23
2024-06-19,21
2024-06-20,22
2024-06-21,21
2024-06-22,15
2024-06-23,15
2024-06-24,29
2024-06-25,24
2024-06-26,21
2024-06-27,20
2024-06-28,20
2024-06-29,14
2024-06-30,15
