Categoria: Tutte le categorie

Giorno,Bitcoin: (Stati Uniti)
2023-07-01,34
2023-07-02,33
2023-07-03,43
2023-07-04,39
2023-07-05,39
2023-07-06,43
2023-07-07,39
2023-07-08,31
2023-07-09,31
2023-07-10,41
2023-07-11,41
2023-07-12,39
2023-07-13,51
2023-07-14,50
2023-07-15,35
2023-07-16,33
2023-07-17,40
2023-07-18,38
2023-07-19,39
2023-07-20,37
2023-07-21,34
2023-07-22,29
2023-07-23,31
2023-07-24,37
2023-07-25,38
2023-07-26,36
2023-07-27,34
2023-07-28,33
2023-07-29,32
2023-07-30,28
2023-07-31,31
2023-08-01,34
2023-08-02,36
2023-08-03,34
2023-08-04,35
2023-08-05,28
2023-08-06,29
2023-08-07,32
2023-08-08,35
2023-08-09,36
2023-08-10,30
2023-08-11,28
2023-08-12,28
2023-08-13,27
2023-08-14,29
2023-08-15,32
2023-08-16,29
2023-08-17,45
2023-08-18,62
2023-08-19,40
2023-08-20,35
2023-08-21,40
2023-08-22,41
2023-08-23,40
2023-08-24,36
2023-08-25,34
2023-08-26,28
2023-08-27,29
2023-08-28,32
2023-08-29,47
2023-08-30,40
2023-08-31,36
2023-09-01,34
2023-09-02,30
2023-09-03,31
2023-09-04,28
2023-09-05,31
2023-09-06,30
2023-09-07,32
2023-09-08,33
2023-09-09,27
2023-09-10,25
2023-09-11,33
2023-09-12,35
2023-09-13,31
2023-09-14,29
2023-09-15,27
2023-09-16,25
2023-09-17,24
2023-09-18,30
2023-09-19,30
2023-09-20,30
2023-09-21,28
2023-09-22,29
2023-09-23,22
2023-09-24,22
2023-09-25,27
2023-09-26,26
2023-09-27,28
2023-09-28,28
2023-09-29,27
2023-09-30,26
2023-10-01,26
2023-10-02,38
2023-10-03,31
2023-10-04,32
2023-10-05,29
2023-10-06,27
2023-10-07,30
2023-10-08,25
2023-10-09,27
2023-10-10,29
2023-10-11,29
2023-10-12,29
2023-10-13,28
2023-10-14,26
2023-10-15,26
2023-10-16,43
2023-10-17,38
2023-10-18,33
2023-10-19,31
2023-10-20,43
2023-10-21,35
2023-10-22,33
2023-10-23,62
2023-10-24,100
2023-10-25,69
2023-10-26,56
2023-10-27,46
2023-10-28,39
2023-10-29,38
2023-10-30,46
2023-10-31,45
2023-11-01,46
2023-11-02,51
2023-11-03,46
2023-11-04,38
2023-11-05,38
2023-11-06,44
2023-11-07,45
2023-11-08,43
2023-11-09,65
2023-11-10,58
2023-11-11,44
2023-11-12,40
2023-11-13,44
2023-11-14,46
2023-11-15,52
2023-11-16,50
2023-11-17,44
2023-11-18,34
2023-11-19,34
2023-11-20,46
2023-11-21,46
2023-11-22,49
2023-11-23,39
2023-11-24,44
2023-11-25,38
2023-11-26,38
2023-11-27,40
2023-11-28,44
2023-11-29,44
2023-11-30,42
2023-12-01,45
2023-12-02,46
2023-12-03,49
2023-12-04,91
2023-12-05,90
2023-12-06,87
2023-12-07,67
2023-12-08,63
2023-12-09,57
2023-12-10,49
2023-12-11,69
2023-12-12,55
2023-12-13,56
2023-12-14,58
2023-12-15,50
2023-12-16,43
2023-12-17,42
2023-12-18,48
2023-12-19,50
2023-12-20,58
2023-12-21,56
2023-12-22,56
2023-12-23,47
2023-12-24,42
2023-12-25,43
2023-12-26,54
2023-12-27,54
2023-12-28,53
2023-12-29,50
2023-12-30,41
2023-12-31,37
